review_id,platform,category,rating,sentiment,date,review_text
REV00267,Zomato,Burgers,3,neutral,2025-01-22,The service was fine. The food was neither special nor bad. Highly recommend!
REV01170,Zomato,Pizza,2,neutral,2022-07-04,Food quantity was okay but the quality could be better. Will update after more use.
REV00487,Zomato,Desserts,5,positive,2022-03-02,Love the flavor! This has become my go-to comfort food. Overall a good choice.
REV00353,Zomato,Indian,2,neutral,2025-01-05,"Mixed experience. Some things were good, some were not. Highly recommend!"
REV01006,Zomato,Burgers,5,positive,2022-02-03,Great value for money. Works as advertised. Very disappointed with this.
REV00618,Zomato,Pizza,3,neutral,2022-04-13,Product arrived in decent shape. Does what it says. Very disappointed with this.
REV00668,Swiggy,Chinese,2,neutral,2025-01-17,Order was slightly delayed but food was alright. My family loves it.
REV00775,Amazon,Electronics,1,negative,2023-12-05,Way overpriced for the terrible quality they delivered. Highly recommend!
REV00554,Swiggy,Pizza,1,negative,2024-04-27,Delivery partner was rude and dropped the bag from far. Could be much better.
REV00576,Zomato,Burgers,5,positive,2023-12-18,No complaints at all. Everything was perfect from order to delivery. Could be much better.
REV00915,Swiggy,Pizza,1,negative,2024-03-22,Arrived 90 minutes late. By then the food was in a terrible state. Ordered twice already.
REV00466,Zomato,Desserts,5,positive,2024-09-05,Fantastic service! The delivery executive was very polite. Highly recommend!
REV00591,Swiggy,Burgers,5,positive,2023-08-25,Loved the food quality. Perfect spice level and very fresh. Highly recommend!
REV00765,Amazon,Sports,2,negative,2023-04-28,Way overpriced for the terrible quality they delivered. Will update after more use.
REV00635,Zomato,Biryani,2,neutral,2022-09-01,Acceptable but I've had better from other sellers. Ordered twice already.
REV00838,Zomato,Pizza,2,neutral,2022-10-11,It's alright. Not as expected but manageable. Highly recommend!
REV00290,Swiggy,Indian,1,negative,2022-06-16,The food was burnt on one side and raw on the other. Shocking!
REV00040,Swiggy,Desserts,5,positive,2022-11-14,Love the flavor! This has become my go-to comfort food. Very disappointed with this.
REV00031,Amazon,Beauty,5,positive,2023-07-25,Amazing quality for the price. Will definitely buy again! Not worth the money at all.
REV00243,Zomato,Continental,2,negative,2024-02-22,Way overpriced for the terrible quality they delivered. Will update after more use.
REV00429,Amazon,Beauty,3,neutral,2023-11-09,The service was fine. The food was neither special nor bad. Highly recommend!
REV00137,Amazon,Books,1,negative,2022-01-03,Packaging was broken and everything was spilled. Very bad! Could be much better.
REV01101,Swiggy,Burgers,5,positive,2022-12-19,Tastes just like homemade. So glad I found this place! Ordered twice already.
REV00865,Zomato,Desserts,1,negative,2023-12-29,Product is a complete scam. Nothing works as advertised. Ordered twice already.
REV00004,Amazon,Clothing,4,positive,2023-11-28,"The chicken was perfectly cooked, juicy and full of flavor. My family loves it."
REV00833,Zomato,Burgers,2,negative,2025-02-27,Seller is a fraud. Sent a fake product instead of the original. Not worth the money at all.
REV00603,Swiggy,Pizza,4,positive,2022-09-22,Love the flavor! This has become my go-to comfort food. Will update after more use.
REV01034,Amazon,Electronics,4,positive,2023-07-29,Great taste and generous portions. Will order again!
REV00655,Swiggy,Indian,4,neutral,2024-02-20,Product is functional but not premium by any means.
REV00844,Swiggy,Indian,1,negative,2025-01-10,The product broke on the very first use. Pathetic quality. Ordered twice already.
REV00784,Zomato,Continental,5,positive,2024-08-14,"Good product, solid build quality, very happy with this purchase. Very disappointed with this."
REV01074,Swiggy,Chinese,4,positive,2023-03-31,Fantastic service! The delivery executive was very polite. Could be much better.
REV00443,Amazon,Home Appliances,4,positive,2023-07-17,"The chicken was perfectly cooked, juicy and full of flavor."
REV01178,Amazon,Beauty,2,negative,2023-10-17,Arrived 90 minutes late. By then the food was in a terrible state. My family loves it.
REV00436,Zomato,Burgers,5,positive,2025-10-08,Very happy with this purchase. The quality is top-notch. Overall a good choice.
REV01169,Swiggy,Indian,4,neutral,2023-04-30,Mediocre experience. Expected more for this price. Could be much better.
REV00101,Swiggy,Pizza,1,negative,2024-11-02,Worst pizza I've ever had. Dough was raw from the inside. Overall a good choice.
REV00773,Amazon,Books,2,negative,2024-08-07,Arrived 90 minutes late. By then the food was in a terrible state. Will update after more use.
REV00495,Zomato,Continental,2,neutral,2023-09-29,Food quantity was okay but the quality could be better. Will update after more use.
REV01028,Amazon,Books,2,neutral,2022-08-26,The product works fine but could be improved in some areas. Could be much better.
REV00807,Amazon,Home Appliances,5,positive,2024-03-21,Very impressed with the quality. Packaging was also very good. Overall a good choice.
REV01142,Swiggy,Pizza,1,negative,2025-06-13,Packaging was broken and everything was spilled. Very bad! Highly recommend!
REV00846,Swiggy,Burgers,2,negative,2022-07-04,The product broke on the very first use. Pathetic quality. Could be much better.
REV00987,Swiggy,Biryani,5,positive,2023-03-26,5 stars! This is the best purchase I've made this year. Ordered twice already.
REV00228,Swiggy,Chinese,2,negative,2024-07-11,Packaging was broken and everything was spilled. Very bad!
REV01193,Amazon,Home Appliances,2,neutral,2024-10-28,"Mixed experience. Some things were good, some were not. Highly recommend!"
REV00672,Amazon,Electronics,4,neutral,2024-02-21,Got what I paid for. Quality matches the price I guess. Ordered twice already.
REV00859,Zomato,Chinese,1,negative,2023-08-05,Delivery partner was rude and dropped the bag from far.
REV00925,Zomato,Burgers,3,neutral,2023-01-25,Acceptable but I've had better from other sellers. Highly recommend!
REV00067,Swiggy,Desserts,2,negative,2024-01-16,Never received my order. And no refund either. Scammers! Not worth the money at all.
REV00068,Swiggy,Pizza,5,positive,2023-09-08,Very happy with this purchase. The quality is top-notch. Overall a good choice.
REV00817,Swiggy,Chinese,5,positive,2025-06-23,10/10 product. Would strongly recommend to everyone.
REV00212,Zomato,Pizza,5,positive,2022-09-03,Best biryani I've ever had. Highly recommend this restaurant. Ordered twice already.
REV00013,Zomato,Pizza,5,positive,2023-03-09,Amazing quality for the price. Will definitely buy again! Overall a good choice.
REV00494,Amazon,Clothing,5,positive,2024-11-22,Received the package on time. Very satisfied with the seller. Not worth the money at all.
REV01165,Zomato,Burgers,2,negative,2024-08-30,Extremely salty food. Couldn't eat more than one bite. My family loves it.
REV00300,Amazon,Clothing,5,positive,2022-04-10,Excellent experience overall. The app was smooth and order arrived on time. Ordered twice already.
REV00411,Amazon,Home Appliances,4,neutral,2025-05-20,Product arrived in decent shape. Does what it says. Ordered twice already.
REV00757,Swiggy,Continental,2,negative,2024-10-02,"The movie, the app, the everything — all terrible experience. Will update after more use."
REV01075,Amazon,Electronics,1,negative,2024-07-01,Arrived 90 minutes late. By then the food was in a terrible state. Could be much better.
REV00696,Zomato,Pizza,2,negative,2022-10-03,Extremely salty food. Couldn't eat more than one bite. Ordered twice already.
REV01151,Swiggy,Desserts,4,neutral,2024-12-05,Product is functional but not premium by any means.
REV00724,Swiggy,Chinese,1,negative,2022-01-03,Worst purchase ever. Do not buy this garbage. Could be much better.
REV01016,Amazon,Sports,5,positive,2025-02-07,Outstanding product. Works perfectly and looks great. Ordered twice already.
REV00528,Zomato,Burgers,2,negative,2022-12-26,Way overpriced for the terrible quality they delivered. Will update after more use.
REV00600,Swiggy,Biryani,1,negative,2024-04-06,Arrived 90 minutes late. By then the food was in a terrible state. My family loves it.
REV01120,Amazon,Sports,5,positive,2022-05-13,Excellent experience overall. The app was smooth and order arrived on time. Highly recommend!
REV00567,Amazon,Sports,3,neutral,2023-07-05,Works as described but the build feel is a bit cheap. Very disappointed with this.
REV00731,Swiggy,Pizza,5,positive,2025-01-02,Outstanding product. Works perfectly and looks great. Will update after more use.
REV00274,Zomato,Biryani,5,positive,2025-03-21,Tastes just like homemade. So glad I found this place! Overall a good choice.
REV00967,Zomato,Biryani,2,negative,2022-06-10,Customer service is non-existent. Absolute zero support. Could be much better.
REV00238,Zomato,Continental,4,positive,2024-11-05,Outstanding product. Works perfectly and looks great. Overall a good choice.
REV00406,Amazon,Clothing,2,negative,2023-09-09,The food was cold and stale when it arrived. Totally unacceptable. Will update after more use.
REV00003,Swiggy,Chinese,5,positive,2024-05-09,Received the package on time. Very satisfied with the seller. Could be much better.
REV00007,Zomato,Continental,4,positive,2025-03-28,Excellent experience overall. The app was smooth and order arrived on time. Ordered twice already.
REV00312,Swiggy,Burgers,1,negative,2022-10-30,The food was cold and stale when it arrived. Totally unacceptable. My family loves it.
REV01091,Zomato,Chinese,1,negative,2022-10-27,Way overpriced for the terrible quality they delivered.
REV00452,Zomato,Indian,4,neutral,2025-09-05,It's alright. Not as expected but manageable. Will update after more use.
REV00722,Amazon,Beauty,4,positive,2025-11-02,Outstanding product. Works perfectly and looks great. Could be much better.
REV00216,Amazon,Books,5,positive,2023-10-28,10/10 product. Would strongly recommend to everyone.
REV01086,Amazon,Clothing,1,negative,2023-09-07,Disgusting! The food smelled awful and tasted even worse. Will update after more use.
REV00028,Swiggy,Desserts,5,positive,2024-06-16,Loved the food quality. Perfect spice level and very fresh. Ordered twice already.
REV01158,Zomato,Continental,2,negative,2022-04-24,Complete waste of money. The quality is very poor.
REV00362,Amazon,Beauty,1,negative,2025-07-06,Seller is a fraud. Sent a fake product instead of the original. Highly recommend!
REV00823,Zomato,Indian,2,negative,2023-03-29,The food was burnt on one side and raw on the other. Shocking! Ordered twice already.
REV00781,Amazon,Electronics,2,negative,2025-06-19,Customer service is non-existent. Absolute zero support. Will update after more use.
REV00629,Swiggy,Burgers,3,neutral,2024-06-05,Order was slightly delayed but food was alright. Overall a good choice.
REV00454,Zomato,Desserts,5,positive,2024-02-08,Outstanding product. Works perfectly and looks great. My family loves it.
REV00739,Swiggy,Pizza,3,neutral,2022-12-25,Food quantity was okay but the quality could be better.
REV00536,Swiggy,Biryani,5,positive,2023-01-08,Absolutely loved this product! Exceeded all my expectations.
REV01050,Swiggy,Continental,1,negative,2022-10-11,Extremely salty food. Couldn't eat more than one bite. Not worth the money at all.
REV00399,Zomato,Burgers,1,negative,2024-06-03,Disgusting! The food smelled awful and tasted even worse. My family loves it.
REV00257,Zomato,Continental,1,negative,2022-03-31,Customer service is non-existent. Absolute zero support. Very disappointed with this.
REV00292,Swiggy,Burgers,4,positive,2025-08-07,10/10 product. Would strongly recommend to everyone. Will update after more use.
REV00026,Amazon,Sports,3,neutral,2025-01-30,"Mixed experience. Some things were good, some were not. Very disappointed with this."
REV00337,Zomato,Pizza,4,positive,2025-04-07,Excellent experience overall. The app was smooth and order arrived on time. Will update after more use.
REV00585,Zomato,Desserts,1,negative,2023-07-22,"The movie, the app, the everything — all terrible experience. Ordered twice already."
REV00048,Zomato,Indian,1,negative,2024-01-27,Customer service is non-existent. Absolute zero support. Not worth the money at all.
REV00319,Amazon,Home Appliances,3,neutral,2025-12-14,Nothing extraordinary. Just a regular experience. Will update after more use.
REV00107,Zomato,Pizza,2,negative,2025-02-12,Worst pizza I've ever had. Dough was raw from the inside. Will update after more use.
REV00799,Zomato,Desserts,2,negative,2023-11-08,"The movie, the app, the everything — all terrible experience."
REV00056,Amazon,Books,5,positive,2022-03-27,"Good product, solid build quality, very happy with this purchase. Highly recommend!"
REV00523,Amazon,Electronics,5,positive,2022-04-30,Absolutely loved this product! Exceeded all my expectations. Will update after more use.
REV00214,Zomato,Indian,5,positive,2022-03-28,Great value for money. Works as advertised. My family loves it.
REV00121,Swiggy,Chinese,1,negative,2024-02-19,The food was burnt on one side and raw on the other. Shocking! Could be much better.
REV00918,Swiggy,Pizza,5,positive,2024-04-27,Tastes just like homemade. So glad I found this place! Very disappointed with this.
REV01068,Amazon,Beauty,5,positive,2022-09-06,Tastes just like homemade. So glad I found this place! Will update after more use.
REV01118,Zomato,Chinese,4,neutral,2025-10-12,The taste was fine but the presentation was disappointing.
REV00073,Swiggy,Chinese,1,negative,2023-08-05,Customer service is non-existent. Absolute zero support. Overall a good choice.
REV00948,Amazon,Sports,2,negative,2025-12-28,Never received my order. And no refund either. Scammers! Overall a good choice.
REV00747,Zomato,Burgers,5,positive,2025-11-22,5 stars! This is the best purchase I've made this year. Will update after more use.
REV00716,Amazon,Clothing,5,positive,2022-03-22,Outstanding product. Works perfectly and looks great. Could be much better.
REV00558,Swiggy,Chinese,3,neutral,2024-07-08,Not impressed but not terrible either. Just average. Overall a good choice.
REV01082,Swiggy,Continental,4,neutral,2022-07-01,"Delivery was on time. Food was so-so, not great. My family loves it."
REV01046,Swiggy,Pizza,1,negative,2022-03-08,Returned the product but didn't get any refund for weeks. Could be much better.
REV00553,Amazon,Home Appliances,5,positive,2022-11-06,Tastes just like homemade. So glad I found this place!
REV00562,Amazon,Sports,3,neutral,2024-05-09,Order was slightly delayed but food was alright. Could be much better.
REV00425,Zomato,Indian,2,neutral,2022-10-18,The taste was fine but the presentation was disappointing. Overall a good choice.
REV01014,Swiggy,Burgers,5,positive,2023-10-21,5 stars! This is the best purchase I've made this year. Highly recommend!
REV00326,Amazon,Electronics,4,positive,2022-11-20,"Wow, just wow! The product blew my mind completely. Could be much better."
REV00924,Zomato,Continental,4,positive,2023-02-18,Loved the food quality. Perfect spice level and very fresh.
REV00317,Swiggy,Pizza,5,positive,2023-12-27,"The food was absolutely delicious, fresh and hot on arrival! Could be much better."
REV00804,Swiggy,Pizza,1,negative,2022-11-21,The delivery took over 2 hours and the food was ice cold. Ordered twice already.
REV01163,Zomato,Chinese,2,negative,2022-08-07,Product is a complete scam. Nothing works as advertised. Highly recommend!
REV00529,Swiggy,Chinese,1,negative,2024-12-14,Very disappointed. The product looks nothing like the photos.
REV00837,Swiggy,Burgers,2,negative,2025-03-14,Extremely salty food. Couldn't eat more than one bite. Could be much better.
REV00715,Swiggy,Chinese,1,negative,2022-02-15,"The movie, the app, the everything — all terrible experience. My family loves it."
REV00901,Amazon,Sports,4,positive,2023-11-10,"Good product, solid build quality, very happy with this purchase. Will update after more use."
REV00061,Zomato,Pizza,3,neutral,2023-04-12,The taste was fine but the presentation was disappointing. Will update after more use.
REV00723,Amazon,Books,5,positive,2024-12-24,Outstanding product. Works perfectly and looks great.
REV00093,Amazon,Books,4,positive,2025-01-09,Very impressed with the quality. Packaging was also very good.
REV00858,Amazon,Sports,2,negative,2024-02-11,The food was burnt on one side and raw on the other. Shocking!
REV00619,Zomato,Pizza,5,positive,2024-05-22,"The food was absolutely delicious, fresh and hot on arrival! Ordered twice already."
REV00352,Zomato,Biryani,3,neutral,2025-10-30,Food quantity was okay but the quality could be better. Overall a good choice.
REV00933,Amazon,Clothing,5,positive,2023-12-19,No complaints at all. Everything was perfect from order to delivery. Could be much better.
REV00281,Amazon,Clothing,2,negative,2022-02-23,Worst purchase ever. Do not buy this garbage. Very disappointed with this.
REV00421,Swiggy,Desserts,1,negative,2023-11-11,Complete waste of money. The quality is very poor. My family loves it.
REV01115,Swiggy,Pizza,2,negative,2022-03-25,"The movie, the app, the everything — all terrible experience. Could be much better."
REV00360,Swiggy,Burgers,1,negative,2025-03-28,The order was completely wrong. Got totally different food. Ordered twice already.
REV00423,Swiggy,Chinese,1,negative,2024-02-06,Never received my order. And no refund either. Scammers! Very disappointed with this.
REV00679,Amazon,Electronics,3,neutral,2023-11-11,"Delivery was on time. Food was so-so, not great. Very disappointed with this."
REV00527,Swiggy,Indian,5,positive,2025-03-08,Love the flavor! This has become my go-to comfort food. Ordered twice already.
REV00478,Swiggy,Indian,2,neutral,2023-06-21,Decent product overall. Would maybe try alternatives next time.
REV01095,Swiggy,Continental,5,positive,2023-07-10,Fantastic service! The delivery executive was very polite. Will update after more use.
REV00183,Amazon,Electronics,5,positive,2023-05-14,10/10 product. Would strongly recommend to everyone. Ordered twice already.
REV01092,Amazon,Electronics,4,positive,2024-01-10,"Crispy, hot and fresh! The fries were amazing. Will update after more use."
REV00433,Swiggy,Chinese,3,neutral,2023-10-30,"Delivery was on time. Food was so-so, not great. Ordered twice already."
REV00111,Swiggy,Burgers,1,negative,2023-12-22,Worst pizza I've ever had. Dough was raw from the inside. Ordered twice already.
REV00371,Amazon,Sports,1,negative,2024-03-23,Arrived 90 minutes late. By then the food was in a terrible state. Not worth the money at all.
REV00240,Amazon,Sports,4,positive,2024-06-15,Excellent experience overall. The app was smooth and order arrived on time. Highly recommend!
REV00709,Swiggy,Burgers,3,neutral,2024-02-11,The service was fine. The food was neither special nor bad. Highly recommend!
REV00630,Swiggy,Desserts,1,negative,2022-11-01,Horrible taste. Nothing like what was shown in the pictures. My family loves it.
REV00594,Swiggy,Pizza,5,positive,2022-08-30,Fantastic service! The delivery executive was very polite. Very disappointed with this.
REV00486,Swiggy,Burgers,5,positive,2022-12-08,"Wow, just wow! The product blew my mind completely. Will update after more use."
REV00701,Swiggy,Burgers,5,positive,2025-09-01,Amazing quality for the price. Will definitely buy again! Very disappointed with this.
REV00262,Amazon,Home Appliances,5,positive,2024-11-21,Amazing quality for the price. Will definitely buy again! Will update after more use.
REV00480,Swiggy,Biryani,1,negative,2025-08-04,Arrived 90 minutes late. By then the food was in a terrible state. Overall a good choice.
REV00650,Swiggy,Pizza,5,positive,2023-10-05,"Crispy, hot and fresh! The fries were amazing. Could be much better."
REV00340,Zomato,Pizza,1,negative,2023-03-25,Extremely salty food. Couldn't eat more than one bite. Not worth the money at all.
REV00669,Amazon,Sports,1,negative,2023-11-10,Very disappointed. The product looks nothing like the photos. Ordered twice already.
REV00552,Zomato,Pizza,1,negative,2024-07-01,The food was cold and stale when it arrived. Totally unacceptable. Highly recommend!
REV00459,Zomato,Continental,4,positive,2025-10-29,"The chicken was perfectly cooked, juicy and full of flavor. Ordered twice already."
REV00184,Swiggy,Chinese,3,neutral,2023-04-23,Not impressed but not terrible either. Just average. Not worth the money at all.
REV00138,Amazon,Clothing,1,negative,2024-01-11,Never received my order. And no refund either. Scammers! Could be much better.
REV01161,Amazon,Beauty,5,positive,2023-05-31,Love the flavor! This has become my go-to comfort food. Could be much better.
REV00707,Zomato,Biryani,5,positive,2024-07-20,Best biryani I've ever had. Highly recommend this restaurant. Very disappointed with this.
REV00582,Amazon,Books,3,neutral,2025-10-18,Mediocre experience. Expected more for this price. Will update after more use.
REV00081,Zomato,Pizza,4,neutral,2025-07-29,The service was fine. The food was neither special nor bad. Not worth the money at all.
REV00769,Zomato,Biryani,1,negative,2024-07-10,Complete waste of money. The quality is very poor. Overall a good choice.
REV00870,Swiggy,Pizza,2,negative,2025-01-15,Seller is a fraud. Sent a fake product instead of the original. Very disappointed with this.
REV00762,Zomato,Chinese,4,positive,2024-08-23,Great taste and generous portions. Will order again! Will update after more use.
REV00030,Amazon,Electronics,1,negative,2023-04-14,Horrible taste. Nothing like what was shown in the pictures.
REV00542,Zomato,Continental,4,positive,2022-11-30,Excellent experience overall. The app was smooth and order arrived on time. Not worth the money at all.
REV00166,Amazon,Beauty,2,negative,2023-03-25,The order was completely wrong. Got totally different food. Ordered twice already.
REV00249,Swiggy,Pizza,5,positive,2022-10-09,5 stars! This is the best purchase I've made this year. Highly recommend!
REV00308,Zomato,Burgers,5,positive,2025-04-30,No complaints at all. Everything was perfect from order to delivery. Will update after more use.
REV00448,Amazon,Clothing,5,positive,2025-04-19,Super fast delivery and the item is exactly as described. Not worth the money at all.
REV00347,Zomato,Biryani,2,neutral,2025-02-18,Acceptable but I've had better from other sellers.
REV00335,Zomato,Burgers,2,negative,2022-06-27,Returned the product but didn't get any refund for weeks. Ordered twice already.
REV00286,Swiggy,Chinese,2,negative,2022-12-04,Complete waste of money. The quality is very poor. Will update after more use.
REV00950,Zomato,Indian,4,positive,2025-11-04,Tastes just like homemade. So glad I found this place! Overall a good choice.
REV00098,Swiggy,Desserts,5,positive,2024-03-23,Absolutely loved this product! Exceeded all my expectations. My family loves it.
REV00468,Amazon,Sports,3,neutral,2022-05-21,It's alright. Not as expected but manageable. Highly recommend!
REV01037,Amazon,Beauty,5,positive,2024-08-05,Received the package on time. Very satisfied with the seller. Very disappointed with this.
REV00913,Swiggy,Chinese,5,positive,2025-08-04,"Good product, solid build quality, very happy with this purchase."
REV00756,Swiggy,Indian,3,neutral,2024-01-31,The taste was fine but the presentation was disappointing. Very disappointed with this.
REV00945,Zomato,Burgers,4,positive,2024-03-31,10/10 product. Would strongly recommend to everyone. Very disappointed with this.
REV00614,Amazon,Home Appliances,1,negative,2023-02-18,"The movie, the app, the everything — all terrible experience. Could be much better."
REV00802,Zomato,Continental,5,positive,2023-05-22,Item was well packed and exactly as shown in the listing. Very disappointed with this.
REV00758,Zomato,Biryani,5,positive,2025-03-27,Item was well packed and exactly as shown in the listing. Not worth the money at all.
REV00689,Amazon,Clothing,5,positive,2023-03-29,10/10 product. Would strongly recommend to everyone. Highly recommend!
REV00066,Amazon,Sports,4,positive,2022-01-04,"The chicken was perfectly cooked, juicy and full of flavor. My family loves it."
REV00794,Zomato,Chinese,2,negative,2023-01-09,Never received my order. And no refund either. Scammers! Overall a good choice.
REV00744,Swiggy,Continental,5,positive,2025-04-08,Super fast delivery and the item is exactly as described. Could be much better.
REV00568,Zomato,Pizza,3,neutral,2024-10-03,It's okay. Nothing special but does the job. Will update after more use.
REV01084,Amazon,Clothing,2,negative,2023-08-16,Arrived 90 minutes late. By then the food was in a terrible state. My family loves it.
REV01099,Amazon,Books,2,negative,2022-06-06,Extremely salty food. Couldn't eat more than one bite. Very disappointed with this.
REV00303,Swiggy,Chinese,4,positive,2025-02-07,Excellent experience overall. The app was smooth and order arrived on time. Ordered twice already.
REV00255,Swiggy,Biryani,5,positive,2025-09-22,No complaints at all. Everything was perfect from order to delivery. Highly recommend!
REV00959,Zomato,Continental,4,positive,2024-05-04,Outstanding product. Works perfectly and looks great. Ordered twice already.
REV01024,Swiggy,Chinese,5,positive,2025-07-06,Item was well packed and exactly as shown in the listing. Very disappointed with this.
REV00313,Swiggy,Indian,2,neutral,2022-02-08,Decent for the price but room for improvement. Not worth the money at all.
REV00530,Amazon,Clothing,2,negative,2022-12-30,Packaging was broken and everything was spilled. Very bad! Ordered twice already.
REV00222,Amazon,Sports,5,positive,2024-08-08,Item was well packed and exactly as shown in the listing. Very disappointed with this.
REV00389,Amazon,Books,3,neutral,2024-02-12,Product arrived in decent shape. Does what it says. My family loves it.
REV00236,Swiggy,Indian,2,negative,2024-11-07,Product is a complete scam. Nothing works as advertised. My family loves it.
REV00810,Swiggy,Indian,2,negative,2023-12-30,Packaging was broken and everything was spilled. Very bad!
REV00483,Amazon,Electronics,2,negative,2022-06-26,Product is a complete scam. Nothing works as advertised. Not worth the money at all.
REV00713,Amazon,Clothing,4,positive,2024-01-12,10/10 product. Would strongly recommend to everyone. Highly recommend!
REV00306,Amazon,Electronics,5,positive,2022-10-08,Received the package on time. Very satisfied with the seller.
REV01111,Swiggy,Indian,5,positive,2024-10-29,Item was well packed and exactly as shown in the listing. Not worth the money at all.
REV01090,Zomato,Desserts,5,positive,2024-02-04,Great taste and generous portions. Will order again! Overall a good choice.
REV00772,Zomato,Pizza,1,negative,2025-10-10,Returned the product but didn't get any refund for weeks. Ordered twice already.
REV00917,Amazon,Sports,4,neutral,2024-09-13,The taste was fine but the presentation was disappointing. Highly recommend!
REV01139,Swiggy,Continental,4,positive,2025-03-09,Fantastic service! The delivery executive was very polite. My family loves it.
REV00250,Amazon,Sports,5,positive,2024-07-07,"Wow, just wow! The product blew my mind completely. Very disappointed with this."
REV00760,Zomato,Indian,5,positive,2024-07-31,Very happy with this purchase. The quality is top-notch. Could be much better.
REV00595,Swiggy,Indian,1,negative,2023-02-03,Returned the product but didn't get any refund for weeks. Very disappointed with this.
REV00072,Zomato,Biryani,5,positive,2024-06-24,"The chicken was perfectly cooked, juicy and full of flavor. Very disappointed with this."
REV00095,Swiggy,Chinese,4,neutral,2022-09-16,"Food was average. Some items were tasty, some were not. Not worth the money at all."
REV00546,Amazon,Home Appliances,4,positive,2023-01-25,Very impressed with the quality. Packaging was also very good. Not worth the money at all.
REV00034,Amazon,Sports,5,positive,2022-05-05,Tastes just like homemade. So glad I found this place! Overall a good choice.
REV00862,Zomato,Burgers,5,positive,2023-10-09,10/10 product. Would strongly recommend to everyone. Overall a good choice.
REV00579,Amazon,Sports,5,positive,2024-08-28,10/10 product. Would strongly recommend to everyone.
REV00449,Zomato,Chinese,2,negative,2023-02-28,Extremely salty food. Couldn't eat more than one bite. Highly recommend!
REV00446,Zomato,Burgers,3,neutral,2024-05-20,Average product. Neither good nor bad. Just decent. Not worth the money at all.
REV00260,Swiggy,Chinese,5,positive,2025-11-25,Great value for money. Works as advertised. Very disappointed with this.
REV00205,Swiggy,Desserts,1,negative,2022-07-07,The product broke on the very first use. Pathetic quality.
REV00573,Amazon,Clothing,2,negative,2023-02-16,Customer service is non-existent. Absolute zero support. Not worth the money at all.
REV00824,Amazon,Sports,1,negative,2022-06-13,Very disappointed. The product looks nothing like the photos. Very disappointed with this.
REV00586,Swiggy,Pizza,5,positive,2022-11-04,"Crispy, hot and fresh! The fries were amazing. Not worth the money at all."
REV00366,Amazon,Books,1,negative,2023-06-07,Seller is a fraud. Sent a fake product instead of the original. Not worth the money at all.
REV00812,Zomato,Continental,5,positive,2023-01-31,Great value for money. Works as advertised. Very disappointed with this.
REV00078,Amazon,Beauty,5,positive,2022-09-06,"Crispy, hot and fresh! The fries were amazing. Not worth the money at all."
REV00085,Zomato,Indian,5,positive,2024-05-10,Fantastic service! The delivery executive was very polite. Not worth the money at all.
REV00539,Zomato,Indian,2,negative,2023-03-06,Product is a complete scam. Nothing works as advertised. Will update after more use.
REV00083,Zomato,Pizza,4,positive,2022-06-15,Loved the food quality. Perfect spice level and very fresh. Could be much better.
REV00458,Zomato,Pizza,5,positive,2023-08-04,Very impressed with the quality. Packaging was also very good. Ordered twice already.
REV01138,Zomato,Indian,4,positive,2022-12-14,"Crispy, hot and fresh! The fries were amazing. Ordered twice already."
REV00615,Amazon,Beauty,4,positive,2023-03-02,Very impressed with the quality. Packaging was also very good. Very disappointed with this.
REV01186,Zomato,Desserts,5,positive,2024-05-06,Best biryani I've ever had. Highly recommend this restaurant. Not worth the money at all.
REV01076,Zomato,Chinese,2,negative,2023-10-13,Very disappointed. The product looks nothing like the photos. Very disappointed with this.
REV00737,Amazon,Clothing,4,positive,2025-05-14,10/10 product. Would strongly recommend to everyone. Very disappointed with this.
REV00437,Amazon,Clothing,4,positive,2025-11-21,5 stars! This is the best purchase I've made this year. Ordered twice already.
REV00555,Amazon,Books,3,neutral,2024-05-07,Not impressed but not terrible either. Just average. Could be much better.
REV01080,Swiggy,Biryani,2,neutral,2022-10-13,The flavors were okay but nothing to rave about. My family loves it.
REV01062,Zomato,Chinese,5,positive,2023-04-10,Loved the food quality. Perfect spice level and very fresh. Will update after more use.
REV00351,Swiggy,Desserts,5,positive,2024-02-06,Outstanding product. Works perfectly and looks great. My family loves it.
REV00197,Amazon,Sports,4,positive,2022-09-24,Super fast delivery and the item is exactly as described. Ordered twice already.
REV00465,Swiggy,Desserts,1,negative,2022-01-20,Received a damaged item and customer support was useless. Very disappointed with this.
REV00589,Swiggy,Continental,5,positive,2023-12-04,Amazing quality for the price. Will definitely buy again! Not worth the money at all.
REV00006,Amazon,Sports,5,positive,2025-01-03,"Good product, solid build quality, very happy with this purchase. Very disappointed with this."
REV00311,Swiggy,Continental,1,negative,2022-04-16,The food was burnt on one side and raw on the other. Shocking! Not worth the money at all.
REV00662,Swiggy,Burgers,1,negative,2023-02-01,Returned the product but didn't get any refund for weeks. Not worth the money at all.
REV00405,Amazon,Sports,5,positive,2023-05-13,Very impressed with the quality. Packaging was also very good. Could be much better.
REV01196,Zomato,Pizza,3,neutral,2025-06-09,Nothing extraordinary. Just a regular experience. Will update after more use.
REV01044,Amazon,Books,2,negative,2022-10-11,Way overpriced for the terrible quality they delivered. Very disappointed with this.
REV01058,Amazon,Books,5,positive,2024-05-10,Very happy with this purchase. The quality is top-notch. Ordered twice already.
REV00105,Zomato,Chinese,3,neutral,2025-03-13,"Delivery was on time. Food was so-so, not great. Very disappointed with this."
